X position0.000000,31,0, 0.000000
0.000000,20,0, 0.000000
0.000000,17,0, 0.000000
0.000000,3,0, 0.000000
0.000000,6,0, 0.000000
0.000000,20,0, 0.000000
0.000000,6,0, 0.000000
0.000000,6,0, 0.000000
0.000000,17,0, 0.000000
0.000000,6,0, 0.000000
0.000000,17,0, 0.000000
0.000000,10,0, 0.000000
0.000000,10,0, 0.000000
0.000000,10,0, 0.000000
0.000000,24,0, 0.000000
0.000000,6,0, 0.000000
0.000000,6,0, 0.000000
0.000000,3,0, 0.000000
0.000000,17,0, 0.000000
0.000000,13,0, 0.000000
0.000000,6,0, 0.000000
0.000000,6,0, 0.000000
0.000000,6,0, 0.000000
0.000000,3,0, 0.000000
0.000000,10,0, 0.000000
0.000000,10,0, 0.000000
0.000000,24,0, 0.000000
0.000000,31,0, 0.000000
0.000000,6,0, 0.000000
90.360129,24,0, -0.000000
90.360129,446,0, -0.000000
90.360129,1527,0, 0.000000
90.360129,2661,0, 0.000000
90.363437,3784,0, -0.000000
90.363437,4185,0, -0.000000
90.363437,4206,0, 0.000000
90.363437,4223,0, 0.000000
90.363437,4216,0, -0.000000
90.363437,4220,0, -0.000000
90.363437,4230,0, 0.000000
90.363437,4206,0, 0.000000
90.363437,4213,0, 0.000000
90.363437,4209,0, 0.000000
90.363437,4227,0, -0.000000
90.363437,4199,0, 0.000000
90.363437,4196,0, -0.000000
90.363437,4209,0, -0.000000
90.363437,4223,0, 0.000000
90.363437,4202,0, 0.000000
90.363437,4213,0, 0.000000
90.363437,4196,0, 0.000000
90.363437,4223,0, 0.000000
90.363437,4213,0, 0.000000
90.363437,4206,0, -0.000000
90.363437,4199,0, 0.000000
90.363437,4206,0, -0.000000
90.363437,4196,0, 0.000000
90.363437,4171,0, 0.000000
90.363437,4189,0, 0.000000
90.363437,4196,0, 0.000000
90.363437,4206,0, -0.000000
90.363437,4189,0, 0.000000
90.327050,3763,62024, 0.000000
90.231123,3927,62594, 0.000000
90.016114,4244,61983, -0.000000
89.622481,4450,62308, -0.000000
89.268543,4248,63656, -0.000000
88.917913,4147,62975, -0.000000
88.547435,4237,63609, -0.000000
88.206728,4084,63314, -0.000000
87.836251,4276,63346, -0.000000
87.482312,4265,63623, -0.000000
87.128374,4220,63242, -0.000000
86.767820,4182,63571, -0.000000
86.413882,4136,63427, -0.000000
86.053328,4202,63500, -0.000000
85.696081,4269,63474, -0.000000
85.338835,4209,63458, -0.000000
84.981589,4196,63468, -0.000000
84.624343,4133,63425, -0.000000
84.263789,4168,63452, -0.000000
83.906543,4283,63429, -0.000000
83.549296,4234,63472, -0.000000
83.188742,4227,63450, -0.000000
82.831496,4122,63499, -0.000000
82.474250,4189,63480, -0.000000
82.117004,4283,63506, -0.000000
81.759758,4237,63478, -0.000000
