X position0.000000,3,0
0.000000,20,0
0.000000,3,0
0.000000,3,0
0.000000,31,0
0.000000,13,0
0.000000,17,0
0.000000,10,0
0.000000,17,0
0.000000,20,0
0.000000,10,0
0.000000,20,0
0.000000,20,0
0.000000,10,0
0.000000,3,0
0.000000,10,0
0.000000,20,0
0.000000,6,0
0.000000,10,0
0.000000,17,0
0.000000,13,0
0.000000,10,0
0.000000,17,0
0.000000,10,0
71.657630,10,0
71.657630,404,0
71.657630,1524,0
71.657630,2654,0
71.657630,3749,0
71.657630,4182,0
71.657630,4213,0
71.657630,4202,0
71.657630,4171,0
71.657630,4227,0
71.657630,4209,0
71.657630,4178,0
71.657630,4206,0
71.657630,4213,0
71.657630,4202,0
71.657630,4196,0
71.657630,4175,0
71.657630,4230,0
71.657630,4223,0
71.657630,4175,0
71.657630,4213,0
71.657630,4209,0
71.657630,4223,0
71.657630,4216,0
71.657630,4213,0
71.657630,4175,0
71.657630,4216,0
71.657630,4182,0
71.657630,4185,0
71.657630,4154,0
71.657630,4150,0
71.657630,4189,0
71.657630,4223,0
71.584857,4244,62300
71.475699,4426,62636
71.283844,4314,62975
70.916675,4265,61858
70.552813,4202,63566
70.202182,4080,63061
69.835013,4237,63137
69.481074,4182,63596
69.123828,4314,63000
68.763274,4279,63564
68.412643,4108,63205
68.048782,4171,63326
67.694843,4227,63438
67.337597,4251,63257
66.980351,4220,63397
66.623105,4143,63305
66.262551,4140,63386
65.908612,4182,63392
65.548058,4255,63387
65.190812,4230,63394
64.833566,4171,63353
64.476320,4119,63392
64.115766,4171,63377
63.758520,4230,63408
63.401273,4286,63387
63.044027,4182,63416
62.686781,4175,63411
62.329535,4157,63406
61.972289,4192,63407
61.615043,4276,63379
61.257796,4196,63393
60.900550,4168,63391
60.543304,4161,63413
60.186058,4216,63405
59.828812,4290,63417
59.471565,4206,63421
59.111011,4178,63437
58.757073,4115,63434
58.396519,4171,63421
58.039273,4265,63424
57.682027,4241,63410
57.321473,4182,63410
56.964227,4129,63441
56.606980,4178,63442
56.249734,4269,63452
55.892488,4248,63450
55.535242,4223,63439
55.177996,4136,63446
54.820749,4157,63457
54.463503,4262,63467
54.106257,4234,63452
53.749011,4230,63443
53.391765,4122,63451
53.034519,4154,63445
52.677272,4213,63457
52.320026,4237,63450
51.962780,4220,63418
51.602226,4126,63412
51.244980,4122,63407
50.887734,4202,63421
50.527180,4255,63417
50.169933,4255,63409
49.812687,4164,63423
49.455441,4119,63410
49.098195,4182,63423
48.744257,4269,63406
48.383703,4269,63412
48.026456,4216,63432
47.669210,4122,63422
47.315272,4161,63423
46.958026,4230,63399
46.597472,4293,63398
46.243533,4189,63399
45.882979,4189,63428
45.525733,4157,63435
45.168487,4206,63426
44.807933,4318,63412
44.450687,4223,63406
44.093441,4175,63401
43.736194,4150,63420
43.378948,4196,63420
43.021702,4279,63411
42.664456,4255,63416
42.303902,4154,63409
41.949963,4136,63417
41.592717,4136,63428
41.235471,4244,63434
40.878225,4248,63421
40.520979,4202,63398
40.163733,4115,63415
39.806486,4133,63405
39.449240,4272,63411
39.088686,4199,63407
38.731440,4230,63392
38.374194,4154,63396
38.016948,4133,63375
37.656394,4241,63396
37.299147,4223,63385
36.941901,4230,63383
36.584655,4171,63404
36.227409,4115,63405
35.870163,4213,63414
35.512917,4234,63405
35.155670,4255,63394
34.798424,4168,63410
34.441178,4133,63417
34.083932,4171,63421
33.726686,4241,63395
33.369439,4269,63392
33.012193,4189,63407
32.654947,4202,63409
32.294393,4175,63418
31.937147,4216,63381
31.579901,4290,63362
31.222655,4189,63357
30.865408,4147,63365
30.504854,4161,63383
30.147608,4213,63390
29.790362,4279,63392
29.433116,4192,63378
29.075870,4196,63381
28.718623,4112,63396
28.364685,4199,63395
28.004131,4276,63403
27.650193,4234,63392
27.289639,4199,63371
26.935700,4150,63386
26.575146,4161,63377
26.217900,4276,63372
25.860654,4206,63346
25.503408,4192,63329
25.146162,4136,63325
24.785608,4168,63314
24.428361,4255,63315
24.071115,4237,63297
23.713869,4227,63297
23.356623,4147,63323
22.999377,4143,63315
22.642131,4258,63314
22.284884,4216,63301
21.927638,4262,63293
21.570392,4129,63290
21.213146,4126,63292
20.855900,4220,63288
20.498653,4237,63249
20.141407,4237,63238
19.784161,4164,63252
19.426915,4108,63253
19.069669,4202,63237
18.709115,4279,63207
18.351869,4262,63179
17.994622,4175,63184
17.634068,4126,63190
17.276822,4216,63212
16.919576,4234,63220
16.562330,4272,63214
16.205084,4164,63218
15.847837,4119,63195
15.490591,4147,63201
15.136653,4202,63185
14.779407,4241,63171
14.422161,4206,63151
14.064914,4147,63149
13.707668,4115,63146
13.350422,4192,63144
12.993176,4276,63122
12.632622,4227,63095
12.275376,4189,63080
11.918130,4126,63067
11.560883,4185,63054
11.200329,4251,63060
10.843083,4255,63043
10.485837,4209,63041
10.128591,4115,63073
9.771345,4161,63058
9.414098,4262,63054
9.056852,4262,63026
8.699606,4258,63013
8.342360,4129,63026
7.988422,4136,63028
7.627868,4248,63046
7.273929,4265,63008
6.913375,4213,63010
6.556129,4126,62996
6.198883,4140,63006
5.841637,4223,62998
5.484390,4279,62938
5.123836,4244,62940
4.766590,4143,62921
4.409344,4126,62945
4.052098,4192,62940
3.694852,4272,62931
3.337606,4255,62913
2.980359,4161,62924
2.623113,4115,62921
2.265867,4202,62930
1.908621,4265,62926
1.551375,4241,62924
1.194128,4157,62943
0.836882,4126,62926
0.502791,4230,63162
0.304321,4175,63067
0.181931,4244,61895
0.109159,4196,60928
0.069465,4192,59604
0.036386,4216,58877
0.155468,4223,4100
0.248088,3958,2888
0.430019,4000,2977
