X position0.000000,20,0
0.000000,6,0
0.000000,6,0
0.000000,10,0
0.000000,6,0
0.000000,6,0
0.000000,17,0
0.000000,10,0
0.000000,17,0
0.000000,13,0
0.000000,10,0
71.657630,10,0
71.657630,422,0
71.657630,1545,0
71.657630,2643,0
71.657630,3780,0
71.657630,4196,0
71.657630,4244,0
71.657630,4216,0
71.657630,4206,0
71.657630,4196,0
71.657630,4213,0
71.657630,4220,0
71.657630,4185,0
71.657630,4175,0
71.657630,4182,0
71.657630,4206,0
71.657630,4189,0
71.657630,4199,0
71.657630,4216,0
71.657630,4202,0
71.657630,4209,0
71.657630,4230,0
71.657630,4199,0
71.657630,4206,0
71.657630,4227,0
71.657630,4196,0
71.657630,4230,0
71.657630,4209,0
71.657630,4192,0
71.657630,4206,0
71.657630,4220,0
71.657630,4178,0
71.657630,4161,0
71.574934,4216,62635
71.442620,3770,62613
71.214380,4129,62527
70.833979,4387,62303
70.480040,4255,63484
70.126102,4175,62964
69.755624,4300,63367
69.411610,4056,63415
69.047748,4241,63156
68.690502,4258,63543
68.336563,4199,63132
67.976009,4202,63368
67.622071,4126,63396
67.264825,4206,63274
66.907579,4297,63401
66.550332,4220,63287
66.189778,4206,63389
65.832532,4136,63371
65.475286,4164,63401
65.118040,4272,63393
64.760794,4251,63348
64.400240,4171,63366
64.042993,4129,63365
63.685747,4143,63411
63.328501,4251,63394
62.967947,4262,63411
62.610701,4196,63375
62.256763,4112,63388
61.896209,4140,63392
61.542270,4209,63388
61.185024,4234,63388
60.827778,4220,63376
60.470532,4150,63387
60.113285,4143,63399
59.756039,4189,63424
59.398793,4241,63417
59.038239,4272,63432
58.680993,4189,63409
58.320439,4143,63413
57.963193,4185,63434
57.605947,4244,63409
57.248700,4304,63410
56.891454,4196,63416
56.534208,4143,63423
56.176962,4154,63455
55.819716,4220,63454
55.462469,4286,63433
55.105223,4216,63428
54.747977,4164,63436
54.390731,4161,63461
54.033485,4220,63457
53.676239,4262,63450
53.318992,4196,63429
52.961746,4175,63422
52.604500,4140,63455
52.243946,4206,63453
51.886700,4248,63428
51.529454,4209,63396
51.168900,4175,63384
50.811653,4129,63409
50.454407,4196,63421
50.097161,4262,63431
49.739915,4237,63418
49.382669,4199,63393
49.025423,4129,63408
48.668176,4161,63409
48.310930,4244,63429
47.953684,4185,63429
47.596438,4248,63410
47.239192,4150,63400
46.881945,4140,63398
46.524699,4196,63410
46.167453,4237,63399
45.810207,4223,63408
45.452961,4161,63415
45.092407,4175,63420
44.735161,4206,63424
44.377914,4269,63411
44.017360,4244,63398
43.660114,4196,63403
43.302868,4136,63406
42.945622,4178,63428
42.588376,4237,63421
42.231129,4276,63406
41.873883,4164,63403
41.516637,4136,63411
41.159391,4140,63435
40.805453,4234,63424
40.448206,4290,63398
40.090960,4196,63395
39.730406,4143,63388
39.373160,4178,63420
39.015914,4175,63411
38.658668,4265,63397
38.301421,4178,63378
37.940867,4154,63355
37.583621,4136,63385
37.226375,4185,63387
36.869129,4255,63401
36.511883,4223,63392
36.151329,4206,63388
35.797390,4143,63406
35.440144,4164,63408
35.082898,4265,63409
34.725652,4244,63412
34.368406,4241,63399
34.011159,4122,63390
33.653913,4154,63392
33.296667,4248,63410
32.939421,4265,63398
32.578867,4251,63388
32.221621,4140,63393
31.864375,4150,63368
31.507128,4216,63371
31.146574,4265,63360
30.789328,4248,63355
30.432082,4147,63361
30.074836,4143,63382
29.717590,4223,63400
29.360343,4248,63382
29.003097,4258,63374
28.645851,4147,63383
28.288605,4101,63382
27.931359,4168,63406
27.574113,4216,63398
27.216866,4255,63372
26.859620,4157,63364
26.502374,4154,63364
26.145128,4168,63381
25.787882,4216,63360
25.427328,4255,63336
25.070081,4182,63310
24.712835,4161,63296
24.355589,4126,63311
23.998343,4178,63305
23.637789,4311,63308
23.280543,4220,63305
22.923297,4185,63304
22.566050,4150,63317
22.208804,4199,63309
21.854866,4262,63303
21.497620,4220,63287
21.140373,4199,63286
20.783127,4126,63276
20.425881,4196,63265
20.068635,4283,63266
